func,prob,total_time,best_obj,best_bound,gap,preprocess_time,solution_time,callback_time,subproblem_time,callback_calls,num_separations,bb_nodes,num_variables,num_constraints,dp_num_nodes,dp_num_arcs,dp_num_paths,dp_unique_arcs,dp_unique_paths
dd_w200,CCLW_CCLW_n35_m0,0.242299629,-279,-279,0,0.055510593,0.186789036,0.043439651,0.005308675,14,7,50,951,1131,880,1150,781,,
dd_w200,CCLW_CCLW_n35_m1,0.484145203,-469,-468.9544186,9.72E-05,0.047966042,0.436179161,0.124727063,0.005392546,15,11,116,1456,1789,1385,1837,5111,,
dd_w200,CCLW_CCLW_n35_m2,7.858545017,-448,-448,0,0.086165857,7.77237916,1.120761953,0.031307701,90,76,2423,1703,2105,1632,2356,33021,,
dd_w200,CCLW_CCLW_n35_m3,8.070831694,-370,-370,0,0.044806637,8.026025057,0.670976719,0.01834863,51,38,2520,1857,2307,1786,2502,40994,,
dd_w200,CCLW_CCLW_n35_m4,15.34864108,-467,-467,0,0.12141005,15.22723103,1.280125461,0.027200082,75,62,3524,1942,2413,1871,2787,321769,,
dd_w200,CCLW_CCLW_n35_m5,0.854671409,-268,-268,0,0.042861631,0.811809778,0.09806742,0.003418693,12,6,146,1934,2400,1863,2431,14216,,
dd_w200,CCLW_CCLW_n35_m6,0.376696067,-207,-207,0,0.03360291,0.343093157,0.020359054,0.001707057,6,1,11,1784,2256,1713,2265,12537,,
dd_w200,CCLW_CCLW_n35_m7,0.163519058,-41,-41,0,0.080370102,0.083148956,0.00121959,0.001194093,5,0,1,1697,2088,1626,2086,4560,,
dd_w200,CCLW_CCLW_n35_m8,0.089220434,-80,-80,0,0.040661484,0.04855895,0.001417383,0.001391724,6,0,1,1397,1706,1326,1704,2125,,
dd_w200,CCLW_CCLW_n35_m9,0.109821719,-31,-31,0,0.081097764,0.028723955,0.001782361,0.001757703,7,0,1,812,962,741,960,378,,
dd_w200,CCLW_CCLW_n40_m0,0.355426917,-314,-314,0,0.062741885,0.292685032,0.079569285,0.007462609,17,10,87,1148,1371,1067,1404,2451,,
dd_w200,CCLW_CCLW_n40_m1,3.019677963,-472,-472,0,0.053413,2.966264963,0.376435678,0.012268736,27,21,1200,1743,2143,1662,2235,20483,,
dd_w200,CCLW_CCLW_n40_m2,14.20630607,-637,-636.9438264,8.82E-05,0.061520192,14.14478588,1.523365918,0.033778339,72,61,4209,2009,2481,1928,2741,206513,,
